GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 1,Fuel combustion,Solid fuels,Petroleum coke,GLOBAL,kWh (Net CV),2022,Scope1_Fuel-combustion_Solid-fuels_Petroleum-coke_GLOBAL_kWh-(Net-CV)_2022,0.3589,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh (Net CV)_2022_scope1_fuelCombustion_solidFuels_petroleumCoke
Scope 1,Fuel combustion,Solid fuels,Petroleum coke,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Solid-fuels_Petroleum-coke_GLOBAL_tonnes_2022,3386.87,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_solidFuels_petroleumCoke
Scope 1,IC vehicles,Average car,Diesel,GB,km,2022,Scope1_IC-vehicles_Average-car_Diesel_GB_km_2022,0.17082414,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_averageCar_diesel
Scope 1,IC vehicles,Average car,Diesel,GB,miles,2022,Scope1_IC-vehicles_Average-car_Diesel_GB_miles_2022,0.27492,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_averageCar_diesel
Scope 1,IC vehicles,Average car,Hybrid,GB,km,2022,Scope1_IC-vehicles_Average-car_Hybrid_GB_km_2022,0.12004,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_averageCar_hybrid
Scope 1,IC vehicles,Average car,Hybrid,GB,miles,2022,Scope1_IC-vehicles_Average-car_Hybrid_GB_miles_2022,0.19318,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_averageCar_hybrid
Scope 1,IC vehicles,Average car,Petrol,GB,km,2022,Scope1_IC-vehicles_Average-car_Petrol_GB_km_2022,0.17048,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_averageCar_petrol
Scope 1,IC vehicles,Average car,Petrol,GB,miles,2022,Scope1_IC-vehicles_Average-car_Petrol_GB_miles_2022,0.27436,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_averageCar_petrol
Scope 1,IC vehicles,Average car,Plug-in hybrid,GB,km,2022,Scope1_IC-vehicles_Average-car_Plug-in-hybrid_GB_km_2022,0.0684,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_averageCar_pluginHybrid
Scope 1,IC vehicles,Average car,Plug-in hybrid,GB,miles,2022,Scope1_IC-vehicles_Average-car_Plug-in-hybrid_GB_miles_2022,0.11007,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_averageCar_pluginHybrid
Scope 1,IC vehicles,Average car,Unknown,GB,km,2022,Scope1_IC-vehicles_Average-car_Unknown_GB_km_2022,0.17067,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_averageCar_unknown
Scope 1,IC vehicles,Average car,Unknown,GB,miles,2022,Scope1_IC-vehicles_Average-car_Unknown_GB_miles_2022,0.27465,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_averageCar_unknown
Scope 1,IC vehicles,Average motorbike,,GB,km,2022,Scope1_IC-vehicles_Average-motorbike_GB_km_2022,0.11355,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_averageMotorbike_None
Scope 1,IC vehicles,Average motorbike,,GB,miles,2022,Scope1_IC-vehicles_Average-motorbike_GB_miles_2022,0.18274,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_averageMotorbike_None
